row ID,Location,MinTemp,MaxTemp,MeanTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,AvgWindSpeed,Humidity9am,Humidity3pm,AvgHumidity,Pressure9am,Pressure3pm,AvgPressure,Cloud9am,Cloud3pm,AvgCloud,Temp9am,Temp3pm,RainToday
495,Sydney,20.7,27.4,24.1,0,7.8,9.3,ENE,35,W,E,9,26,17.5,72,64,68,1020.7,1019.6,1020.2,5,5,5,23.2,25.4,No
496,Sydney,18.3,28.3,23.3,0,5.4,11.1,NE,46,W,NE,7,26,16.5,72,52,62,1014.5,1010.9,1012.7,1,1,1,21.5,26.3,No
497,Sydney,20.1,28.7,24.4,0.2,4.2,10.7,E,31,N,E,11,20,15.5,70,65,67.5,1013.6,1008.9,1011.3,1,3,2,23.3,25.8,No
498,Sydney,18.5,26.3,22.4,0,6.6,8,NNE,54,NNE,NE,7,26,16.5,60,50,55,1019.4,1014.3,1016.9,2,7,4.5,21.1,25,No
499,Sydney,21.1,31.8,26.5,0,6.8,4.4,NW,59,NNW,NNW,20,20,20,56,41,48.5,1013.5,1011,1012.25,6,7,6.5,26.1,31.5,No
500,Sydney,20.8,27.7,24.3,0,5.4,10.8,NNE,48,NA,ENE,0,22,11,75,64,69.5,1019,1015.7,1017.35,1,1,1,23.4,26.7,No
501,Sydney,16.7,22.3,19.5,3,8,8.3,SSE,44,SW,SSE,22,20,21,48,48,48,1018.5,1017.7,1018.1,1,7,4,19.2,20.9,Yes
502,Sydney,14.8,23.6,19.2,0,5.2,10.6,NE,35,W,ENE,13,24,18.5,62,53,57.5,1017.6,1012.8,1015.2,1,6,3.5,18.7,22.6,No
503,Sydney,17.9,25.4,21.7,0,5,7.3,SSE,44,WSW,S,13,28,20.5,78,38,58,1011.4,1010.8,1011.1,7,6,6.5,18.3,24.4,No
504,Sydney,16.3,26.2,21.3,0,3.8,10.9,SW,39,W,ESE,19,19,19,67,41,54,1016,1013.8,1014.9,0,2,1,19,25.4,No
505,Sydney,15.7,20.9,18.3,61.4,5,0.4,SSW,31,SE,SE,17,9,13,93,89,91,1028.2,1027.8,1028.0,8,8,8,16.6,17.7,Yes
506,Sydney,14.6,24.2,19.4,2,3.4,8.3,ESE,26,W,ESE,15,17,16,72,61,66.5,1025.3,1023.9,1024.6,1,6,3.5,18.4,22.5,Yes
507,Sydney,16.1,27.7,21.9,0,5.4,10.6,W,24,W,ENE,17,13,15,72,54,63,1013.9,1010.9,1012.4,2,2,2,19,25.2,No
508,Sydney,13.9,24.7,19.3,0.2,2.6,8.1,WSW,41,WNW,W,13,11,12,85,39,62,1011,1006.9,1008.95,6,2,4,14.6,24.2,No
509,Sydney,12.3,23.8,18.1,0,3.6,10.8,W,35,W,ESE,20,13,16.5,62,27,44.5,1018.9,1015.9,1017.4,1,1,1,15.5,23.4,No
510,Sydney,12.5,23.2,17.9,0,4.8,10.1,W,33,W,ESE,20,17,18.5,52,45,48.5,1021.8,1019.5,1020.7,2,1,1.5,15.1,20.3,No
511,Sydney,18.4,22.7,20.6,0,2.8,4,SSW,35,SSW,SSE,15,19,17,80,71,75.5,1025.6,1022.4,1024.0,7,7,7,19.7,20.5,No
512,Sydney,14.4,20.3,17.4,0,5.6,7.4,S,46,W,S,13,20,16.5,53,51,52,1025.3,1025.2,1025.3,1,4,2.5,15.1,18.7,No
513,Sydney,12.1,23.2,17.7,0,1.8,10.2,W,24,W,ENE,17,13,15,79,54,66.5,1030.7,1027.4,1029.1,1,1,1,14.7,22,No
514,Sydney,12.5,23.5,18.0,0,3.6,10,W,26,W,SE,20,13,16.5,77,53,65,1030.8,1028.4,1029.6,1,1,1,14.3,22.9,No
515,Sydney,14.2,21.3,17.8,0,2.4,6.9,W,41,W,SE,20,13,16.5,60,31,45.5,1013.8,1011.1,1012.5,7,6,6.5,14.2,20,No
516,Sydney,13.6,20.6,17.1,0,5.4,8.3,W,50,NNW,W,22,31,26.5,55,36,45.5,1010.3,1007.3,1008.8,2,3,2.5,16.9,19.4,No
517,Sydney,11.1,20.6,15.9,0,3.8,10.1,WSW,41,W,W,17,22,19.5,53,31,42,1014.7,1011.8,1013.3,1,1,1,13.2,19.1,No
518,Sydney,10.6,21.3,16.0,20,3.8,9.4,NA,,W,SSE,22,15,18.5,83,50,66.5,1023.7,1022.1,1022.9,1,1,1,12.2,20.8,Yes
519,Sydney,13.9,21.2,17.6,0,4,3,NW,52,N,N,11,17,14,62,61,61.5,1019.4,1014.1,1016.8,6,7,6.5,18.7,19.9,No
520,Sydney,9.9,19.5,14.7,34.4,4.6,9.7,NA,,W,SSE,24,13,18.5,57,44,50.5,1020.5,1018.9,1019.7,1,1,1,11.7,19.1,Yes
521,Sydney,10.5,19.3,14.9,0,3.4,2.3,W,26,WNW,ENE,7,13,10,87,70,78.5,1025.8,1021.6,1023.7,8,7,7.5,11.7,18.3,No
522,Sydney,13.5,19.2,16.4,0,3,1.5,SSE,43,W,SE,19,11,15,73,53,63,1030.7,1028.6,1029.7,7,7,7,14.2,17.5,No
523,Sydney,11,18.9,14.95,0,7,6.9,ENE,26,W,ENE,13,15,14,80,63,71.5,1028.6,1024.3,1026.5,4,7,5.5,12.6,18.4,No
524,Sydney,10.5,19.6,15.1,0.8,0.2,8.5,W,30,W,WNW,17,9,13,94,54,74,1021,1017.6,1019.3,3,6,4.5,11.3,18.4,No
525,Sydney,11.7,20.1,15.9,0,3.6,7,W,46,NNW,WSW,17,22,19.5,64,46,55,1005.2,1002.9,1004.1,2,6,4,14,18.5,No
526,Sydney,8.5,17.7,13.1,0,3.8,3.8,S,44,W,SW,26,17,21.5,65,56,60.5,1009.5,1008.3,1008.9,6,6,6,11,15.7,No
527,Sydney,8.7,16.1,12.4,15.6,3.2,0,S,52,W,SSW,24,26,25,80,65,72.5,1021.7,1021.3,1021.5,6,7,6.5,10.5,14.3,Yes
528,Sydney,8.7,16.6,12.7,1.4,2.8,7.2,SSW,39,W,SSW,26,20,23,71,57,64,1024.2,1021,1022.6,3,6,4.5,9.9,15.6,Yes
529,Sydney,8,17.3,12.65,0,2,8.1,W,31,W,SSW,19,15,17,79,58,68.5,1021.6,1019.1,1020.4,5,2,3.5,9.6,16.1,No
530,Sydney,7.7,13.5,10.6,1.2,2.4,0,SE,39,W,SSW,26,17,21.5,87,83,85,1024.9,1024.2,1024.6,7,7,7,7.9,11.9,Yes
531,Sydney,7.6,13.9,10.8,56.2,0.4,0.2,SSE,41,WNW,SSW,7,19,13,93,90,91.5,1028.5,1026.7,1027.6,7,7,7,11,11.9,Yes
532,Sydney,12.8,18.8,15.8,0.8,3.4,2.4,WNW,26,W,ESE,15,19,17,93,64,78.5,1022.9,1020.7,1021.8,7,7,7,13.4,17.6,No
533,Sydney,11.3,17.1,14.2,51,2,2.2,SE,37,W,SSW,11,9,10,94,82,88,1025.7,1023.5,1024.6,7,5,6,12.4,16.6,Yes
534,Sydney,8.1,19.8,14.0,0,2.2,9.5,W,26,WNW,NNE,19,13,16,82,53,67.5,1024.4,1020.8,1022.6,1,0,0.5,9.5,19.2,No
535,Sydney,8.5,23.4,16.0,0,2.6,9.8,NW,43,NNW,NNW,17,22,19.5,57,38,47.5,1016.3,1011.5,1013.9,0,1,0.5,14.7,22.6,No
536,Sydney,8.7,13.6,11.2,1.6,3,1,W,30,W,SSW,19,17,18,83,84,83.5,1035,1033.6,1034.3,5,7,6,9.3,11.8,Yes
537,Sydney,8.3,17.4,12.9,0,3,5,WNW,26,W,E,15,2,8.5,85,61,73,1029.2,1027.3,1028.3,7,6,6.5,10.9,17.3,No
538,Sydney,14.4,21.6,18.0,1.4,0.2,3.4,NW,26,W,NE,9,13,11,88,67,77.5,1024.7,1022.1,1023.4,7,4,5.5,15.1,19.6,Yes
539,Sydney,13,24.3,18.65,4.8,1.8,8.7,NE,22,W,E,9,9,9,85,48,66.5,1023.8,1020.6,1022.2,4,3,3.5,14.5,23,Yes
540,Sydney,13.3,22.6,18.0,0,2.4,3.9,NNE,30,W,NE,7,13,10,85,72,78.5,1022.9,1019.4,1021.2,7,7,7,15.1,19.4,No
541,Sydney,10.1,17,13.55,0,4,4.8,SSW,48,WSW,SSW,17,20,18.5,61,46,53.5,1026.6,1026.4,1026.5,1,6,3.5,12.3,16.6,No
542,Sydney,7.4,19.6,13.5,0,3,8.6,WNW,33,W,E,20,9,14.5,72,38,55,1029.8,1026.6,1028.2,1,3,2,8.8,17.9,No
543,Sydney,7.4,18.7,13.1,0,1.8,9.9,W,28,W,E,22,15,18.5,62,56,59,1031,1028.2,1029.6,1,1,1,9.4,17.8,No
544,Sydney,12.6,18.4,15.5,5.6,2.6,8.1,S,43,SSW,S,20,22,21,82,61,71.5,1023.9,1022.7,1023.3,7,4,5.5,13.9,17,Yes
545,Sydney,10.9,19.9,15.4,0,4.2,8.5,WSW,44,NW,WSW,9,24,16.5,54,29,41.5,1013.6,1012.2,1012.9,6,5,5.5,14,18,No
546,Sydney,9.5,21,15.25,0,3.8,10,WNW,50,WNW,WNW,11,15,13,52,34,43,1017.6,1013.6,1015.6,1,2,1.5,13.1,20.4,No
547,Sydney,7,17.4,12.2,4.2,0.6,6.7,W,35,W,NW,20,9,14.5,60,43,51.5,1018.9,1014,1016.45,4,7,5.5,11.2,17.1,Yes
548,Sydney,12,24.4,18.2,0.2,3.8,5.4,W,94,N,W,9,48,28.5,40,40,40,1005.8,1004.2,1005.0,3,7,5,19.6,18.9,No
549,Sydney,9.6,22.8,16.2,0,5.8,10.8,W,35,NNW,WNW,13,9,11,35,25,30,1013.7,1012.2,1013.0,1,1,1,14.5,22.2,No
550,Sydney,7.3,20.6,14.0,0,3.6,10.7,NE,41,WNW,ENE,17,26,21.5,61,36,48.5,1023.7,1016.9,1020.3,0,0,0,10.8,19.1,No
551,Sydney,8.4,16.6,12.5,0,6.2,10.8,WSW,56,WSW,WSW,26,22,24,43,26,34.5,1013.7,1011.9,1012.8,1,1,1,10.7,15.4,No
552,Sydney,9.9,23.6,16.8,0,4.2,10.7,SW,35,WNW,E,17,17,17,72,53,62.5,1024,1020.4,1022.2,1,1,1,12.7,19.6,No
553,Sydney,11.5,21.9,16.7,0,2.2,9.4,W,24,NA,ESE,,15,7.5,58,60,59,1022,1018.6,1020.3,4,2,3,15.4,19.9,No
554,Sydney,11.4,21.8,16.6,0,3.8,6.7,NNE,56,WNW,NE,17,17,17,69,59,64,1024.4,1019.4,1021.9,6,7,6.5,15.3,20,No
555,Sydney,12.2,28.8,20.5,0,5.8,10.1,W,28,W,WNW,13,11,12,62,29,45.5,1027.3,1023,1025.15,1,5,3,17.7,28.5,No
556,Sydney,17,21.2,19.1,0,4.6,1.7,SSE,41,SSE,ESE,13,13,13,78,73,75.5,1026.2,1023,1024.6,7,7,7,17.5,18.7,No
557,Sydney,20.1,31.6,25.9,0,7.4,9.7,NNW,74,NW,WNW,33,31,32,24,14,19,1005.5,1000.4,1003.0,2,4,3,25.9,30.6,No
558,Sydney,10,18.5,14.25,0,5.6,6.1,SSW,41,SW,ENE,20,24,22,67,56,61.5,1021.9,1018.1,1020.0,7,7,7,14.9,16.9,No
559,Sydney,14.1,22.9,18.5,2.2,3.4,8.4,ENE,54,W,S,17,24,20.5,75,59,67,1011.2,1009.1,1010.2,5,3,4,17,20.2,Yes
560,Sydney,12.8,18.8,15.8,0,4,6.2,WSW,33,S,ENE,6,17,11.5,74,66,70,1018.4,1016.3,1017.4,7,5,6,16.4,17.9,No
561,Sydney,15.2,23.9,19.6,32.2,,5.7,WNW,57,N,NNW,22,28,25,73,42,57.5,1000.8,998.3,999.6,6,5,5.5,17.7,23.2,Yes
562,Sydney,14.2,23.4,18.8,0.2,7.6,11.2,WNW,63,W,WNW,9,46,27.5,31,21,26,1005.7,1002.9,1004.3,0,1,0.5,19.9,22.9,No
563,Sydney,11.4,21.6,16.5,0,6.2,10.3,WSW,69,NNW,SW,13,24,18.5,34,30,32,1007.9,1006.2,1007.1,2,6,4,18.6,18.9,No
564,Sydney,11.7,29.3,20.5,0,8,11.5,W,76,W,W,13,39,26,47,13,30,1011.1,1005.2,1008.2,1,1,1,18.9,27.9,No
565,Sydney,13,26.6,19.8,0,9.8,11.2,NNW,48,NNW,ENE,17,15,16,31,26,28.5,1015.6,1007.6,1011.6,1,7,4,20.8,26,No
566,Sydney,9.7,20.4,15.1,5,3.8,10.6,WSW,39,WNW,ESE,15,15,15,45,37,41,1022.4,1019.1,1020.8,2,1,1.5,16.1,19.3,Yes
567,Sydney,17.6,37.3,27.5,0,10,10,S,74,NW,WNW,15,22,18.5,22,10,16,1009.7,1003.1,1006.4,7,1,4,27.3,37.1,No
568,Sydney,13.1,20.7,16.9,5,15.2,6.7,WSW,44,SSW,ESE,28,24,26,44,34,39,1014.5,1014.4,1014.5,5,2,3.5,14.8,19.3,Yes
569,Sydney,13.7,22.1,17.9,0,13.4,11.2,SW,41,W,E,15,22,18.5,30,43,36.5,1025.8,1025.1,1025.5,2,2,2,17.9,19.7,No
570,Sydney,16.6,28.9,22.8,0,6.2,10.3,NNE,37,W,ESE,11,15,13,56,48,52,1016.3,1011.9,1014.1,0,6,3,21.4,26.7,No
571,Sydney,20.1,33.6,26.9,3.6,2.8,11.9,NW,63,NNW,W,28,31,29.5,47,16,31.5,1004.8,1002.3,1003.6,3,1,2,27,32.9,Yes
572,Sydney,15.6,22.3,19.0,28.2,3.2,5.7,ENE,61,ENE,E,15,19,17,81,61,71,1019.5,1014.3,1016.9,7,2,4.5,19.5,22.2,Yes
573,Sydney,13.2,22.2,17.7,0.4,7.4,12,NA,,NA,NA,0,0,0,57,49,53,1019.6,1018,1018.8,6,2,4,16.7,21.7,No
574,Sydney,18.7,34.2,26.5,0,7.6,7.4,NA,,NA,NA,0,0,0,49,11,30,1010.3,1006.1,1008.2,7,6,6.5,23.8,32.8,No
575,Sydney,15,21.4,18.2,0,9.8,4.3,ESE,33,NA,ESE,0,20,10,58,47,52.5,1028,1026.5,1027.25,7,5,6,16.6,19.1,No
576,Sydney,15.1,27.6,21.4,7.4,3.2,13,ENE,37,W,E,20,24,22,59,59,59,1014.4,1011.2,1012.8,1,3,2,20.7,23.2,Yes
577,Sydney,16.9,27,21.95,0,9.6,13.2,ENE,33,WNW,E,15,20,17.5,32,45,38.5,1014.1,1011.3,1012.7,0,1,0.5,22.5,23.7,No
578,Sydney,18.1,25,21.55,7.4,4,9.3,NE,31,WNW,NE,9,7,8,78,60,69,1005.8,1003.2,1004.5,3,5,4,21.7,22.6,Yes
579,Sydney,13.7,23.9,18.8,0,5.6,12.6,E,30,WNW,E,13,20,16.5,52,48,50,1018.3,1014.8,1016.6,1,1,1,19.5,22.5,No
580,Sydney,15.2,24.6,19.9,0,8,13.3,ENE,48,N,NE,11,30,20.5,51,52,51.5,1017.6,1013.5,1015.6,2,1,1.5,22.8,23.4,No
581,Sydney,12.7,22.9,17.8,0,10,13.6,WSW,59,W,ESE,26,24,25,37,39,38,1011.7,1013.3,1012.5,1,1,1,17.1,22,No
582,Sydney,18.9,26.3,22.6,0,6.8,13,ENE,46,ESE,ENE,9,30,19.5,63,63,63,1012.5,1009.8,1011.2,1,1,1,24.3,25.1,No
583,Sydney,20.6,26,23.3,0,10,12.9,ENE,33,ENE,ENE,15,26,20.5,57,54,55.5,1024.2,1022.9,1023.6,3,1,2,24.5,24.5,No
584,Sydney,21.5,27.8,24.7,0,11.6,9.9,SSE,57,SSW,SSE,28,37,32.5,59,57,58,1016.8,1015.4,1016.1,6,1,3.5,25.1,26.5,No
585,Sydney,21.7,28.7,25.2,0,8,6.9,NNE,52,NE,E,9,9,9,67,66,66.5,1012.6,1008.3,1010.5,7,7,7,25.5,26.8,No
586,Sydney,20,24.6,22.3,0,10.2,11.7,SSE,78,SSE,SSE,39,28,33.5,65,47,56,1009.5,1012.9,1011.2,2,1,1.5,21.4,23.5,No
587,Sydney,22.3,36.5,29.4,0,8,3.5,WSW,52,ESE,WSW,6,33,19.5,50,22,36,1003.6,1002,1002.8,7,7,7,27.1,34.5,No
588,Sydney,16.2,22.3,19.3,5.8,7.6,0.4,SE,35,SE,SE,11,15,13,68,60,64,1023.7,1022.4,1023.1,7,7,7,18.3,20.5,Yes
589,Sydney,21.1,28.8,25.0,0,10.4,10.3,ESE,39,ENE,ESE,9,19,14,71,61,66,1017.7,1017,1017.35,2,3,2.5,24.8,26.1,No
590,Sydney,19.7,26.8,23.3,0,7.6,11.5,ESE,33,SW,ESE,7,17,12,66,53,59.5,1021.9,1020.2,1021.1,6,2,4,21.9,24.7,No
591,Sydney,21.1,28.1,24.6,0,10.8,13.1,ENE,41,ENE,ENE,9,28,18.5,64,58,61,1019.2,1016.6,1017.9,0,0,0,25.3,27.3,No
592,Sydney,20.2,24.7,22.5,0.2,4.4,4.6,E,31,E,E,20,20,20,60,54,57,1023.2,1021,1022.1,5,7,6,22.4,23.5,No
593,Sydney,19.6,26.5,23.1,0,9.4,13,NE,57,NNE,NE,17,28,22.5,45,56,50.5,1021.5,1018.4,1020.0,1,1,1,24.7,25.5,No
594,Sydney,20.3,29.1,24.7,0,12,13,NE,44,NNE,NE,6,20,13,54,45,49.5,1017,1014,1015.5,0,1,0.5,24.5,29,No
595,Sydney,21.7,27.9,24.8,0,9.6,13,NE,52,E,NE,13,30,21.5,56,44,50,1019.9,1016.8,1018.4,3,0,1.5,25.2,27.6,No
596,Sydney,21.7,28.7,25.2,0,11,10.6,SSE,37,SSW,ESE,17,17,17,72,59,65.5,1015.2,1012.6,1013.9,6,3,4.5,23.6,26.6,No
597,Sydney,21.3,27.1,24.2,0,12,11.6,NE,56,NNE,NE,26,33,29.5,55,51,53,1015.7,1012,1013.85,1,0,0.5,24.9,25.9,No
598,Sydney,20.7,25.2,23.0,0,12,1.2,SSE,61,ESE,S,17,31,24,62,83,72.5,1017.1,1019.4,1018.3,7,8,7.5,25.1,19.5,No
599,Sydney,17.5,24.5,21.0,3.2,5.2,3.1,SSE,41,SSE,SSE,26,26,26,59,46,52.5,1023.9,1022.3,1023.1,6,7,6.5,20.6,22.7,Yes
600,Sydney,20.6,27.6,24.1,0,9.6,12.9,NE,48,ENE,NE,9,22,15.5,63,52,57.5,1018.9,1015.4,1017.2,2,0,1,24.6,27.1,No
601,Sydney,20.6,27.2,23.9,0,10.4,0.2,SSE,59,SSW,S,20,17,18.5,83,54,68.5,1019.5,1017.5,1018.5,8,6,7,20.8,25.5,No
602,Sydney,20.8,23.5,22.2,1,8.8,0,ENE,28,NNE,ENE,6,17,11.5,81,79,80,1008.1,1006.4,1007.3,8,8,8,21.6,22.8,No
603,Sydney,20.5,29.1,24.8,0,2.2,1.8,NNE,35,N,W,11,13,12,81,82,81.5,1004.8,1002.1,1003.5,7,8,7.5,23.8,23.5,No
604,Sydney,20.4,29.1,24.8,13.2,4.2,11.2,WSW,33,SW,ESE,7,17,12,52,40,46,1007.8,1007.9,1007.9,5,2,3.5,22.2,25.6,Yes
605,Sydney,19.6,26.5,23.1,0,8,10.7,SE,37,SSE,SE,24,20,22,50,51,50.5,1023.4,1021.8,1022.6,1,2,1.5,23,24.2,No
606,Sydney,19.7,32.4,26.1,0,9.8,6.2,SSE,43,ESE,ENE,7,17,12,59,44,51.5,1011.8,1010.1,1011.0,6,7,6.5,25.1,30.3,No
607,Sydney,20.3,22,21.15,4.4,5.2,0.2,S,44,S,SSE,24,26,25,82,78,80,1017.3,1019.2,1018.3,7,7,7,21.7,21.2,Yes
608,Sydney,18.8,26.3,22.6,4.6,3.8,3.8,ESE,37,WNW,SE,11,11,11,70,75,72.5,1024.8,1024.5,1024.7,3,7,5,21.7,22.2,Yes
609,Sydney,18.1,27.5,22.8,0.2,4,7.7,S,50,WNW,NE,4,15,9.5,69,62,65.5,1018.6,1014,1016.3,1,3,2,21.9,26.6,No
610,Sydney,21,26.8,23.9,1.6,7,5.8,SSW,46,SSW,S,20,22,21,75,58,66.5,1018.6,1018.3,1018.5,7,7,7,22.3,25.8,Yes
611,Sydney,21.6,27.2,24.4,0,5.6,8.9,ESE,39,NNE,ESE,13,22,17.5,63,64,63.5,1022.6,1021.5,1022.1,7,2,4.5,23.8,24.7,No
612,Sydney,19.6,27.1,23.4,0,6.4,11.1,E,31,W,E,6,20,13,68,53,60.5,1023.6,1020.9,1022.3,4,3,3.5,22.8,25.7,No
613,Sydney,19.6,27.8,23.7,0,8.6,10.8,NE,35,W,NE,9,20,14.5,67,46,56.5,1023.6,1021.3,1022.5,1,1,1,22.8,26.3,No
614,Sydney,19.2,29.2,24.2,0,8.2,6.2,SE,37,WNW,E,7,11,9,69,52,60.5,1018.1,1015.4,1016.8,6,7,6.5,22.1,27.6,No
615,Sydney,18.5,27,22.75,27.8,7,6.2,S,44,SW,SE,15,15,15,81,56,68.5,1020.4,1018.2,1019.3,6,3,4.5,19.6,26,Yes
616,Sydney,19.2,29.3,24.3,5.4,5.8,5.8,W,57,WNW,WNW,9,13,11,57,74,65.5,1005.5,1004.7,1005.1,2,7,4.5,24.2,22.5,Yes
617,Sydney,16.1,29.7,22.9,0.2,7.2,10.4,NE,31,W,NE,19,19,19,58,33,45.5,1021,1018.7,1019.85,1,5,3,19.9,28.7,No
618,Sydney,21.7,27,24.35,0,6.2,9.2,E,33,NA,E,0,22,11,58,54,56,1026.9,1024.2,1025.6,3,3,3,25.5,26.4,No
619,Sydney,20.1,23.2,21.7,0.4,6.2,0,W,54,SSW,W,24,31,27.5,79,89,84,1016.4,1015.3,1015.9,8,8,8,20.3,17.5,No
620,Sydney,17.1,25.2,21.2,6.8,4.2,6.5,ESE,35,W,ESE,11,9,10,82,67,74.5,1020,1019.6,1019.8,1,7,4,19.8,24.7,Yes
621,Sydney,19.7,24.9,22.3,0.6,2.8,0,NE,37,WNW,E,11,9,10,89,72,80.5,1022.5,1021.2,1021.9,7,7,7,21.2,24.4,No
622,Sydney,18.7,25.7,22.2,0.8,3.6,5.6,SSE,41,W,SSE,15,24,19.5,80,59,69.5,1015.3,1015,1015.15,6,7,6.5,20.6,24.4,No
623,Sydney,19.4,27,23.2,0.2,3.6,10.1,SE,35,WNW,ESE,11,22,16.5,69,55,62,1020.1,1019.2,1019.7,3,3,3,22.4,27,No
624,Sydney,19.9,22.3,21.1,0,6,0,S,43,SSW,S,11,19,15,82,74,78,1018.5,1016.5,1017.5,8,8,8,20.4,21.5,No
625,Sydney,17.2,21.7,19.5,3.4,4.6,1.1,SSW,48,SW,SW,9,7,8,86,86,86,1020.9,1020.8,1020.9,7,8,7.5,19.2,19.5,Yes
626,Sydney,15.9,24.1,20.0,0,0.4,4.6,ENE,22,WNW,E,13,17,15,68,58,63,1021.4,1017.9,1019.7,7,7,7,20.4,23.2,No
627,Sydney,18.9,28,23.45,5.6,1.6,3.7,NW,37,NW,SW,22,9,15.5,64,55,59.5,1005.5,1002.9,1004.2,5,7,6,24.1,25.7,Yes
628,Sydney,17.9,21,19.45,5,3.8,0.7,SSW,54,SW,SSW,26,22,24,76,74,75,1011.1,1011.9,1011.5,7,6,6.5,19.1,20,Yes
629,Sydney,16,20.6,18.3,3.8,1.4,1,SSE,52,SW,S,20,15,17.5,86,88,87,1016.8,1016.1,1016.5,7,7,7,17.8,18.5,Yes
630,Sydney,14.1,29.9,22.0,0,3.8,9.1,SE,41,WNW,WNW,15,6,10.5,53,28,40.5,1013.7,1011.3,1012.5,6,7,6.5,19.3,28.9,No
631,Sydney,15,20.6,17.8,20.2,1,2.8,W,20,W,NNE,11,11,11,75,67,71,1025.9,1022.1,1024.0,6,6,6,17.4,20.4,Yes
632,Sydney,10.3,20.9,15.6,0,5.4,10.4,W,39,W,NW,22,7,14.5,54,32,43,1017.9,1016.8,1017.4,1,3,2,12.8,20.2,No
633,Sydney,11.7,22.9,17.3,0,4,10,WNW,24,W,E,15,13,14,82,51,66.5,1028.7,1025.3,1027.0,1,1,1,13.7,21.5,No
634,Sydney,12,24.2,18.1,0,4,9.1,NNE,26,WNW,ENE,11,13,12,72,55,63.5,1030.4,1026.7,1028.6,6,3,4.5,14.3,22.4,No
635,Sydney,13,24.8,18.9,0,3.4,2.8,W,20,W,W,15,7,11,69,41,55,1028.3,1025.2,1026.8,7,7,7,14.8,24.4,No
636,Sydney,14.4,25.5,20.0,0,3.2,4.7,W,24,W,WNW,17,7,12,69,41,55,1022.9,1019.6,1021.3,7,7,7,16.2,25.2,No
637,Sydney,13.9,25.1,19.5,0,4,8,W,22,W,WNW,11,13,12,64,41,52.5,1017.9,1013,1015.45,3,5,4,16.5,23.8,No
638,Sydney,16,24,20,0,2.6,3,N,48,NNE,NNE,11,26,18.5,68,46,57,1018,1010.8,1014.4,7,7,7,19.4,23.8,No
639,Sydney,11.2,22.3,16.8,0,3.6,9.6,W,33,W,SSE,24,13,18.5,69,53,61,1024.1,1022.9,1023.5,1,3,2,13.6,22,No
640,Sydney,13.6,19.8,16.7,8.6,4,0.4,SSE,30,W,SSW,19,11,15,91,80,85.5,1025.7,1024.1,1024.9,8,7,7.5,15.3,18,Yes
641,Sydney,10.5,17.7,14.1,0,3.6,6.3,SSE,46,W,SSW,17,24,20.5,65,59,62,1026.9,1025.8,1026.4,3,7,5,11.9,16,No
642,Sydney,8.6,18.4,13.5,2.2,2.6,5.1,SSE,46,W,SE,22,17,19.5,71,73,72,1028.4,1027.3,1027.9,1,7,4,10.4,16.9,Yes
643,Sydney,10.4,19.6,15.0,5.6,2.2,5.6,W,24,WNW,SSE,19,9,14,86,62,74,1026.6,1022.8,1024.7,6,6,6,11.9,17.7,Yes
644,Sydney,11.1,20.4,15.8,0,1,5.8,W,30,W,NNE,15,9,12,86,52,69,1022,1018.9,1020.45,7,6,6.5,12.1,19.5,No
645,Sydney,10.3,17.2,13.8,0.2,2.6,1.2,W,54,NW,WSW,13,22,17.5,65,49,57,1008.9,1008.3,1008.6,7,7,7,13,16.9,No
646,Sydney,9.3,19.5,14.4,0.4,0.8,9.7,SW,44,W,WNW,15,11,13,78,36,57,1020.8,1018.4,1019.6,1,1,1,11.3,19.4,No
647,Sydney,10,19.8,14.9,0,4.4,9.1,WSW,43,W,SSW,20,19,19.5,63,46,54.5,1023.4,1024,1023.7,1,5,3,13.5,17.8,No
648,Sydney,10,16.6,13.3,0,0.6,1.8,N,37,NNW,N,15,22,18.5,76,57,66.5,1014.9,1008.6,1011.8,7,7,7,13.5,15.8,No
649,Sydney,10,16.4,13.2,0,7,9.6,NW,69,NW,NW,28,28,28,45,37,41,1004.5,1004.8,1004.7,1,3,2,12.1,15.5,No
650,Sydney,7.9,18.7,13.3,0,3.8,9.7,W,33,W,E,20,6,13,66,51,58.5,1016.6,1012.2,1014.4,1,1,1,9,16.2,No
651,Sydney,9,18.5,13.75,0,4,9.9,W,35,WNW,W,17,19,18,58,32,45,1017.4,1016,1016.7,1,0,0.5,11.8,18.2,No
652,Sydney,8.7,19,13.85,0,1.4,9.6,W,24,W,SE,22,11,16.5,81,59,70,1024.6,1022.3,1023.5,2,2,2,10.8,16.5,No
653,Sydney,8.8,18.5,13.7,0,3.2,6.7,WSW,46,W,WNW,15,15,15,62,41,51.5,1021.3,1018.1,1019.7,7,6,6.5,11.9,17.4,No
654,Sydney,15.9,18.2,17.1,0,8.4,10,W,72,WNW,W,22,28,25,41,23,32,1007.2,1008.7,1008.0,1,1,1,16.8,16.7,No
655,Sydney,9.6,20.4,15.0,0,4.6,6.8,W,41,W,SE,28,13,20.5,53,36,44.5,1029.6,1027.5,1028.6,6,1,3.5,11.4,18.8,No
656,Sydney,6.3,15.4,10.9,21.4,5.6,3.9,S,44,W,SW,17,11,14,84,78,81,1030,1028.2,1029.1,7,7,7,8.9,12.3,Yes
